"CountryCode","SeriesCode","Year","DESCRIPTION",
"LUX","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"LUX","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"LUX","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"LUX","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"LUX","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"LUX","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"LUX","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"LUX","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"LUX","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"LUX","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"LUX","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"LVA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"LVA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"LVA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"LVA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"LVA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"LVA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"LVA","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"LVA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"LVA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"LVA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"LVA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"LVA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MAC","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MAC","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MAC","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MAC","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MAC","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MAC","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MAC","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MAC","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MAC","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MAC","HD.HCI.MORT","YR2017","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China).",
"MAC","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China).",
"MAC","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017 from the UN Interagency Group for Child Mortality Estimates (Using Estimates for China).",
"MAR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MAR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MAR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MAR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"MAR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"MAR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"MAR","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MAR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MAR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MAR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MAR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MAR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MAR","HD.HCI.STNT","YR2017","Estimates based on data for 2017 from the Maroc Enquête Nationale sur la Population et la Santé Familiale 2017-2018.",
"MAR","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2017 from the Maroc Enquête Nationale sur la Population et la Santé Familiale 2017-2018.",
"MAR","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2017 from the Maroc Enquête Nationale sur la Population et la Santé Familiale 2017-2018.",
"MDA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MDA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MDA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MDA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MDA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MDA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MDA","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MDA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MDA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MDA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MDA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MDA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MDA","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"MDA","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"MDA","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"MDG","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MDG","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MDG","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MDG","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MDG","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MDG","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MDG","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MDG","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MDG","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MDG","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MDG","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MDG","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MDG","HD.HCI.STNT","YR2017","Estimates based on data for 2009.",
"MEX","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MEX","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MEX","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MEX","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MEX","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MEX","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MEX","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MEX","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MEX","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MEX","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MEX","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MEX","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MEX","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"MEX","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"MEX","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"MKD","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MKD","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MKD","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MKD","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MKD","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MKD","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MKD","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MKD","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MKD","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MKD","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MKD","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MKD","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MKD","HD.HCI.STNT","YR2017","Estimates based on data for 2011.",
"MKD","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2011.",
"MKD","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2011.",
"MLI","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MLI","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MLI","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MLI","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MLI","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MLI","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MLI","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MLI","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MLI","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MLI","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MLI","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MLI","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MLI","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"MLI","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"MLI","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"MLT","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MLT","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MLT","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MLT","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MLT","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MLT","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MLT","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MLT","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MLT","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MLT","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MLT","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MLT","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"MMR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"MMR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"MMR","HD.HCI.HLOS","YR2017","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MMR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MMR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MMR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MMR","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"MMR","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016.",
"MMR","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016.",
"MNE","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MNE","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MNE","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MNE","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MNE","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MNE","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MNE","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MNE","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MNE","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MNE","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MNE","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"MNE","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"MNE","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"MNG","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MNG","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MNG","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MNG","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MNG","HD.HCI.HLOS","YR2017","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MNG","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MNG","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MNG","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MNG","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MNG","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MNG","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"MNG","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"MNG","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"MOZ","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MOZ","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MOZ","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MOZ","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"MOZ","HD.HCI.HLOS","YR2017","Estimates based on data for 2007 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MOZ","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2007 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MOZ","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2007 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MOZ","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MOZ","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MOZ","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MOZ","HD.HCI.STNT","YR2017","Estimates based on data for 2011.",
"MOZ","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2011.",
"MOZ","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2011.",
"MRT","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MRT","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MRT","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MRT","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MRT","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MRT","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MRT","HD.HCI.HLOS","YR2017","Estimates based on data for 2004 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MRT","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2004 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MRT","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2004 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MRT","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MRT","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MRT","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MRT","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"MUS","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MUS","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MUS","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MUS","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MUS","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MUS","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MUS","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MUS","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MUS","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MUS","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MWI","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MWI","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"MWI","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MWI","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MWI","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"MWI","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"MWI","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"MYS","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"MYS","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"MYS","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"MYS","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"MYS","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"MYS","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"MYS","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MYS","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MYS","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"MYS","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"MYS","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"MYS","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"MYS","HD.HCI.STNT","YR2017","Estimates based on data for 2016 from the National Health and Morbidity Survey 2016 (NHMS 2016): Maternal and Child Health. Vol. II: Maternal and Child Health Findings.",
"MYS","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016 from the National Health and Morbidity Survey 2016 (NHMS 2016): Maternal and Child Health. Vol. II: Maternal and Child Health Findings.",
"MYS","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016 from the National Health and Morbidity Survey 2016 (NHMS 2016): Maternal and Child Health. Vol. II: Maternal and Child Health Findings.",
"NAM","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NAM","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NAM","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NAM","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"NAM","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NAM","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NAM","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NAM","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NAM","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"NAM","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2013.",
"NAM","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2013.",
"NER","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NER","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NER","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NER","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"NER","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"NER","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"NER","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NER","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NER","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"NER","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"NER","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"NER","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"NER","HD.HCI.STNT","YR2017","Estimates based on data for 2016.",
"NGA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"NGA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"NGA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"NGA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2010. Estimates are not adjusted for repetition.",
"NGA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2010. Estimates are not adjusted for repetition.",
"NGA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2010. Estimates are not adjusted for repetition.",
